date,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,moonphase
2022-01-01,13.9,7.8,10.5,13.9,6.8,10.0,8.5,88.2,0.048,100,16.67,0.0,0.0,25.3,13.0,178.8,1024.6,77.6,14.5,33.6,2.9,0.99
2022-01-02,14.0,9.5,11.9,14.0,8.4,11.7,8.2,78.5,0.144,100,4.17,0.0,0.0,53.6,24.5,221.0,1018.9,89.8,24.3,18.2,1.5,1.0
2022-01-03,12.7,10.8,11.5,12.7,10.8,11.5,9.1,85.5,8.867,100,25.0,0.0,0.0,52.3,22.8,224.0,1015.4,97.9,17.0,18.9,1.7,0.0
2022-01-04,11.5,4.6,8.8,11.5,0.1,6.8,7.0,89.0,21.068,100,58.33,0.0,0.0,59.4,26.6,280.8,1002.0,98.9,17.8,13.3,1.1,0.02
2022-01-05,6.5,2.0,4.1,3.4,-1.8,1.2,0.1,75.3,0.014,100,4.17,0.0,0.0,48.0,18.5,291.2,1014.3,26.0,23.2,27.2,2.3,0.05
2022-01-06,6.7,0.9,3.5,5.1,-1.1,1.4,0.1,79.4,0.0,0,0.0,0.0,0.0,29.7,15.1,238.4,1021.5,73.6,19.5,28.0,2.5,0.09
2022-01-07,8.2,2.9,5.5,5.0,-1.1,2.1,2.8,83.2,3.329,100,25.0,0.0,0.0,58.2,24.9,240.8,1016.3,95.0,20.4,36.1,3.3,0.14
2022-01-08,8.5,2.8,6.2,5.2,0.4,3.1,4.3,88.2,9.742,100,50.0,0.0,0.0,78.3,27.9,241.0,1009.2,86.1,17.7,12.0,1.1,0.19
2022-01-09,6.9,4.4,5.2,4.9,1.1,2.9,3.4,88.1,8.887,100,45.83,0.0,0.0,73.5,31.3,273.1,1006.2,92.6,17.8,18.8,1.6,0.24
2022-01-10,4.5,2.6,3.5,4.4,-0.3,1.8,2.9,95.8,0.0,0,0.0,0.0,0.0,23.6,12.0,140.9,1020.5,95.9,6.7,18.5,1.6,0.28
2022-01-11,2.9,0.1,1.7,1.7,-2.7,-0.7,0.5,92.4,0.0,0,0.0,0.0,0.0,22.8,12.6,141.0,1033.2,92.0,5.9,39.9,3.5,0.33
2022-01-12,5.2,-0.4,2.3,4.5,-2.6,1.3,0.6,89.1,0.0,0,0.0,0.0,0.0,23.1,11.0,44.7,1039.7,77.9,5.9,18.1,1.7,0.38
2022-01-13,3.6,2.0,2.7,1.2,-0.7,0.4,1.8,93.7,0.0,0,0.0,0.0,0.0,25.2,10.3,30.7,1041.1,65.8,7.8,17.4,1.4,0.41
2022-01-14,7.1,1.0,3.4,6.0,-1.0,2.2,0.6,83.0,0.0,0,0.0,0.0,0.0,17.5,10.1,108.9,1036.0,5.1,10.4,38.8,3.4,0.45
2022-01-15,7.8,-0.6,2.6,7.8,-4.8,1.6,0.3,85.6,0.144,100,4.17,0.0,0.0,25.4,13.6,278.6,1027.9,20.9,5.4,39.2,3.4,0.47
2022-01-16,5.2,-1.1,1.7,3.8,-4.2,-0.8,0.8,93.4,0.516,100,12.5,0.0,0.0,30.3,13.4,221.8,1030.3,99.2,6.5,18.7,1.5,0.49
2022-01-17,7.5,4.0,5.8,6.9,2.7,5.0,4.3,90.3,0.0,0,0.0,0.0,0.0,18.2,7.7,304.9,1037.5,84.7,9.8,20.8,1.8,0.5
2022-01-18,9.4,2.2,5.1,7.3,-0.8,3.0,2.8,85.6,0.144,100,4.17,0.0,0.0,38.5,15.2,63.9,1036.5,54.3,12.7,40.5,3.4,0.5
2022-01-19,6.4,4.3,5.5,4.6,2.8,3.6,3.4,86.2,1.143,100,12.5,0.0,0.0,29.9,13.4,261.3,1028.9,98.7,12.1,15.3,1.3,0.52
2022-01-20,6.9,3.2,5.0,4.9,0.3,2.2,2.1,81.7,0.152,100,4.17,0.0,0.0,40.9,18.9,356.8,1032.8,71.7,19.3,44.3,3.8,0.53
2022-01-21,5.6,2.4,4.0,3.7,-1.3,1.1,1.0,81.4,0.0,0,0.0,0.0,0.0,38.3,17.3,358.9,1038.0,82.9,20.4,29.0,2.4,0.56
2022-01-22,6.2,4.7,5.2,4.9,1.9,3.4,1.4,76.2,0.0,0,0.0,0.0,0.0,29.7,13.9,350.8,1037.8,98.8,17.7,25.4,2.3,0.6
2022-01-23,4.7,3.0,4.1,2.9,0.4,1.7,1.5,83.1,0.0,0,0.0,0.0,0.0,27.8,13.3,85.3,1035.4,91.6,13.9,13.8,1.1,0.65
2022-01-24,7.0,0.2,3.2,5.2,-2.4,1.2,0.3,82.0,0.0,0,0.0,0.0,0.0,23.9,11.4,102.2,1032.4,0.0,11.1,48.6,4.1,0.7
2022-01-25,1.6,-1.3,0.2,1.5,-3.9,-0.8,-0.4,96.0,0.0,0,0.0,0.0,0.0,13.4,7.1,239.9,1034.1,57.9,2.1,30.8,2.6,0.75
2022-01-26,3.5,-0.1,2.0,3.3,-3.8,0.4,0.1,87.8,0.0,0,0.0,0.0,0.0,20.8,11.7,330.0,1035.5,100.0,5.9,18.7,1.6,0.81
2022-01-27,7.1,2.5,4.7,5.6,-0.3,2.4,2.6,86.5,0.039,100,12.5,0.0,0.0,26.6,14.1,229.7,1032.7,98.8,6.2,26.0,2.1,0.86
2022-01-28,7.7,6.2,6.8,7.0,3.6,5.5,5.2,89.8,0.0,0,0.0,0.0,0.0,26.3,12.7,241.3,1037.0,96.8,8.7,27.3,2.3,0.91
2022-01-29,10.4,6.1,8.5,10.4,3.7,6.9,6.9,89.6,0.013,100,8.33,0.0,0.0,42.8,17.2,261.0,1033.7,99.2,16.9,19.2,1.7,0.95
2022-01-30,9.6,6.6,8.3,9.6,4.4,7.1,3.6,73.0,0.027,100,12.5,0.0,0.0,26.5,11.6,324.4,1031.5,74.9,20.9,45.8,4.3,0.98
2022-01-31,8.3,3.7,6.9,5.0,1.2,3.7,0.6,65.4,0.717,100,20.83,0.0,0.0,66.7,31.9,316.3,1023.8,69.2,23.0,45.3,4.0,1.0
2022-02-01,10.8,2.5,6.9,10.8,-0.3,4.7,4.5,84.8,0.527,100,12.5,0.0,0.0,49.4,22.3,275.4,1025.5,90.7,18.7,17.5,1.5,0.0
2022-02-02,11.1,9.0,10.1,11.1,7.6,9.6,6.9,80.8,0.014,100,4.17,0.0,0.0,46.7,20.1,285.5,1025.3,98.0,24.0,33.7,2.8,0.01
2022-02-03,8.7,7.0,7.7,7.6,4.1,5.7,4.1,78.1,0.0,0,0.0,0.0,0.0,34.6,16.1,233.1,1020.0,98.9,21.9,21.3,2.0,0.03
2022-02-04,11.1,4.9,7.4,11.1,2.3,5.2,4.8,83.8,0.844,100,16.67,0.0,0.0,55.5,23.4,248.5,1017.2,79.5,18.2,37.0,3.1,0.07
2022-02-05,10.0,1.6,6.1,10.0,-0.4,3.9,1.7,74.1,0.0,0,0.0,0.0,0.0,37.4,18.5,252.5,1025.4,43.8,22.9,75.3,6.6,0.11
2022-02-06,10.8,7.2,8.9,10.8,3.8,6.8,6.3,83.7,5.882,100,45.83,0.0,0.0,65.4,30.4,248.9,1017.0,98.3,19.8,17.0,1.5,0.15
2022-02-07,10.0,5.3,7.6,8.2,3.0,5.5,1.6,66.5,0.339,100,8.33,0.0,0.0,59.4,22.8,300.4,1027.6,32.9,23.6,70.0,6.5,0.2
2022-02-08,11.1,5.4,8.3,11.1,4.3,7.4,5.3,81.4,0.0,0,0.0,0.0,0.0,27.4,13.3,227.0,1032.8,93.0,22.3,24.4,2.1,0.25
2022-02-09,12.7,2.7,7.2,12.7,2.1,6.5,3.9,81.3,0.0,0,0.0,0.0,0.0,18.9,9.2,186.3,1027.4,23.9,14.1,63.9,5.8,0.29
2022-02-10,10.0,5.1,7.3,8.4,2.1,5.2,4.7,84.0,0.946,100,20.83,0.0,0.0,35.7,20.4,272.4,1024.5,98.3,14.5,33.1,2.8,0.34
2022-02-11,8.5,2.5,5.0,8.5,0.3,3.5,1.1,76.9,0.0,0,0.0,0.0,0.0,27.1,12.7,323.1,1032.7,41.1,19.7,71.6,6.5,0.38
2022-02-12,9.0,0.3,4.1,7.4,-2.6,1.9,-1.9,67.6,0.0,0,0.0,0.0,0.0,35.0,16.1,154.4,1027.7,53.3,19.8,87.3,7.8,0.42
2022-02-13,13.9,0.1,6.8,13.9,-3.5,5.0,1.2,68.7,0.0,0,0.0,0.0,0.0,52.5,24.2,189.2,1012.3,64.9,21.7,75.0,6.7,0.45
2022-02-14,11.7,6.4,9.3,11.7,4.1,8.2,5.3,76.7,2.468,100,25.0,0.0,0.0,62.9,27.7,224.8,1004.7,91.3,23.6,44.6,4.1,0.48
2022-02-15,10.4,4.6,7.8,10.4,1.9,5.3,5.0,82.6,0.388,100,16.67,0.0,0.0,56.6,26.1,240.5,1014.7,76.5,22.3,53.9,4.7,0.49
2022-02-16,15.4,9.0,12.3,15.4,5.8,11.6,10.2,87.5,3.799,100,37.5,0.0,0.0,61.9,27.1,236.1,1007.7,99.3,19.4,30.8,2.8,0.5
2022-02-17,13.8,10.9,12.3,13.8,10.9,12.3,5.5,64.2,0.527,100,8.33,0.0,0.0,61.1,27.6,268.8,1014.4,89.8,17.9,37.1,3.1,0.51
2022-02-18,12.2,6.9,10.5,12.2,2.8,9.7,5.8,74.1,1.963,100,16.67,0.0,0.0,72.9,35.3,240.0,1009.5,93.3,19.7,21.5,1.9,0.52
2022-02-19,10.3,3.2,7.1,10.3,-0.6,4.0,0.9,65.5,0.0,0,0.0,0.0,0.0,64.4,25.8,246.6,1018.8,48.9,23.7,23.3,2.0,0.54
2022-02-20,13.1,8.3,10.8,13.1,5.4,9.8,6.7,76.2,0.201,100,4.17,0.0,0.0,68.8,30.6,237.3,1015.9,96.9,22.6,22.1,1.8,0.58
2022-02-21,11.0,5.9,8.6,11.0,1.7,5.7,3.1,68.9,2.745,100,20.83,0.0,0.0,81.9,32.9,285.9,1014.8,90.0,17.2,15.8,1.3,0.62
2022-02-22,12.2,6.1,9.1,12.2,3.4,7.7,6.2,82.2,0.324,100,12.5,0.0,0.0,48.6,22.0,257.8,1024.5,89.3,15.9,29.3,2.6,0.67
2022-02-23,11.4,5.1,9.1,11.4,4.2,8.6,5.0,77.0,0.0,0,0.0,0.0,0.0,30.5,13.6,238.6,1025.8,73.3,19.3,22.7,2.1,0.73
2022-02-24,11.9,4.5,8.2,11.9,1.6,6.5,3.4,72.0,2.099,100,12.5,0.0,0.0,67.8,26.5,256.5,1017.9,75.8,23.2,30.1,2.7,0.79
2022-02-25,10.4,3.0,6.3,10.4,0.1,3.9,0.4,67.2,0.027,100,4.17,0.0,0.0,39.8,18.6,299.6,1028.3,25.4,23.8,41.9,3.6,0.84
2022-02-26,10.0,1.8,5.6,10.0,-0.5,3.6,-0.4,67.3,0.144,100,4.17,0.0,0.0,39.3,19.5,114.5,1031.9,5.2,20.6,47.2,4.1,0.89
2022-02-27,9.7,0.9,5.1,7.7,-2.8,2.4,-2.7,58.0,0.0,0,0.0,0.0,0.0,37.2,16.3,124.1,1026.9,6.7,23.2,49.0,4.2,0.94
2022-02-28,11.7,0.4,5.8,11.7,-2.5,4.5,-3.2,54.6,0.0,0,0.0,0.0,0.0,27.2,15.3,134.7,1028.4,27.4,21.9,45.5,3.9,0.97
2022-03-01,12.9,3.5,7.8,12.9,2.2,7.2,0.0,58.9,0.0,0,0.0,0.0,0.0,23.5,11.2,146.8,1026.5,94.5,17.2,36.5,2.8,1.0
2022-03-02,12.5,6.2,8.8,12.5,4.3,8.2,1.2,59.3,0.0,0,0.0,0.0,0.0,18.4,9.3,110.2,1020.9,94.4,15.4,41.8,3.4,1.0
2022-03-03,12.3,7.1,9.7,12.3,6.1,9.3,5.9,77.9,0.0,0,0.0,0.0,0.0,20.1,9.9,206.6,1016.8,94.9,12.0,51.5,4.1,0.0
2022-03-04,12.5,7.7,9.7,12.5,6.3,9.3,6.6,80.9,0.0,0,0.0,0.0,0.0,31.8,15.7,339.1,1018.4,93.8,10.1,28.1,2.3,0.02
2022-03-05,12.0,6.6,8.9,12.0,5.2,7.9,4.4,74.8,0.0,0,0.0,0.0,0.0,30.6,14.4,11.9,1019.7,74.8,8.7,50.5,4.0,0.04
2022-03-06,8.8,1.8,5.3,6.2,-1.8,2.1,-1.6,64.1,0.007,100,4.17,0.0,0.0,47.4,22.9,39.8,1022.7,30.9,10.5,58.0,4.5,0.08
2022-03-07,6.9,-0.1,3.4,3.8,-4.2,-0.3,-4.8,55.9,0.0,0,0.0,0.0,0.0,50.9,20.5,82.0,1021.8,5.7,17.1,58.9,4.7,0.12
2022-03-08,12.8,-0.2,5.9,12.8,-3.6,3.9,-3.2,53.0,0.0,0,0.0,0.0,0.0,33.5,15.7,125.9,1017.6,4.2,14.9,52.3,4.4,0.16
2022-03-09,15.4,3.4,9.2,15.4,1.3,8.3,2.6,64.6,0.0,0,0.0,0.0,0.0,34.8,15.3,174.3,1020.5,54.0,16.1,43.2,3.7,0.21
2022-03-10,17.0,5.2,10.8,17.0,2.7,9.9,2.9,59.3,0.0,0,0.0,0.0,0.0,33.8,16.2,143.8,1019.3,60.0,19.7,55.5,4.7,0.25
2022-03-11,12.9,7.1,9.8,12.9,5.3,8.8,5.6,75.6,2.993,100,20.83,0.0,0.0,48.5,19.7,171.0,1011.0,83.4,21.1,20.8,1.8,0.3
2022-03-12,10.3,6.0,8.4,10.3,3.8,6.5,5.9,84.3,0.329,100,16.67,0.0,0.0,43.7,22.4,173.8,1014.4,92.1,24.9,26.4,2.1,0.35
2022-03-13,11.5,7.1,8.9,11.5,5.0,7.1,5.4,79.1,1.575,100,37.5,0.0,0.0,42.9,20.4,175.3,1011.7,93.3,22.6,24.8,2.2,0.39
2022-03-14,14.7,4.2,9.5,14.7,2.8,8.6,4.3,72.7,0.0,0,0.0,0.0,0.0,29.5,13.8,156.9,1025.1,60.5,21.8,59.6,5.1,0.43
2022-03-15,11.3,9.2,10.1,11.3,7.9,9.7,8.1,88.1,3.577,100,25.0,0.0,0.0,23.2,12.4,119.9,1022.7,97.6,13.9,15.8,1.4,0.46
2022-03-16,14.3,8.8,11.2,14.3,7.5,10.8,8.6,84.7,0.0,0,0.0,0.0,0.0,54.6,20.5,154.0,1020.0,95.0,14.1,29.9,2.3,0.48
2022-03-17,11.3,7.0,8.8,11.3,4.7,6.7,4.3,73.4,0.0,0,0.0,0.0,0.0,43.5,21.5,0.3,1030.9,93.7,22.4,31.9,2.6,0.5
2022-03-18,15.4,4.4,9.6,15.4,1.0,8.1,-0.3,54.6,0.0,0,0.0,0.0,0.0,64.2,28.1,50.0,1037.8,38.1,19.2,67.5,5.9,0.5
2022-03-19,16.1,5.9,10.9,16.1,2.8,9.6,-0.3,47.2,0.0,0,0.0,0.0,0.0,47.3,21.3,80.0,1032.7,8.8,19.3,66.0,5.6,0.51
2022-03-20,13.2,3.4,8.4,13.2,0.7,7.1,-1.8,49.8,0.0,0,0.0,0.0,0.0,40.3,15.1,101.7,1026.9,37.1,22.0,63.8,5.5,0.53
2022-03-21,18.0,6.6,12.1,18.0,5.9,11.8,4.6,61.9,0.0,0,0.0,0.0,0.0,30.0,16.1,134.6,1028.1,39.5,16.6,63.8,5.4,0.56
2022-03-22,18.3,7.8,12.8,18.3,6.3,12.5,1.7,49.3,0.0,0,0.0,0.0,0.0,44.1,20.2,139.2,1028.9,17.2,19.6,70.1,6.0,0.61
2022-03-23,18.3,4.8,12.3,18.3,4.7,11.9,-0.3,44.1,0.0,0,0.0,0.0,0.0,32.8,14.7,124.6,1029.6,11.7,18.2,72.9,6.4,0.66
2022-03-24,20.5,7.5,14.0,20.5,7.5,13.9,-0.2,39.5,0.0,0,0.0,0.0,0.0,25.6,11.3,66.0,1027.7,7.8,18.0,70.7,6.2,0.71
2022-03-25,19.6,7.8,13.8,19.6,6.5,13.6,0.1,40.1,0.0,0,0.0,0.0,0.0,39.7,19.7,46.3,1027.6,0.0,13.0,70.6,6.1,0.77
2022-03-26,19.4,7.8,13.7,19.4,6.0,13.2,0.3,42.4,0.0,0,0.0,0.0,0.0,43.3,22.4,52.5,1027.6,0.0,14.5,76.6,6.5,0.83
2022-03-27,21.2,8.9,14.6,21.2,7.4,14.3,2.6,46.6,0.0,0,0.0,0.0,0.0,31.3,13.0,57.4,1027.4,0.0,16.7,78.3,6.5,0.88
2022-03-28,21.5,8.7,15.0,21.5,8.7,15.0,3.6,50.1,0.0,0,0.0,0.0,0.0,20.4,10.7,63.8,1022.1,67.2,14.8,50.3,4.5,0.92
2022-03-29,17.9,11.8,14.0,17.9,11.8,14.0,5.2,56.5,0.393,100,16.67,0.0,0.0,36.0,15.2,41.0,1010.1,96.6,16.2,32.4,2.9,0.96
2022-03-30,12.9,8.8,10.6,12.9,6.5,10.3,8.3,85.5,4.72,100,29.17,0.0,0.0,32.5,16.1,35.3,1002.9,94.5,6.3,30.9,2.6,0.99
2022-03-31,8.7,3.5,6.2,6.2,-1.4,2.8,2.3,76.5,1.073,100,25.0,0.0,0.0,62.4,31.2,2.2,1001.9,89.6,15.5,54.3,4.6,1.0
2022-04-01,3.6,1.2,2.3,-1.3,-4.0,-2.8,-0.7,80.6,1.664,100,37.5,0.6,0.2,60.7,28.3,356.0,1008.2,97.4,18.0,13.2,1.1,0.0
2022-04-02,7.7,1.2,4.3,4.1,-3.5,0.0,-4.1,56.0,0.0,0,0.0,0.0,0.2,57.8,33.1,17.4,1017.7,69.3,23.8,37.2,3.1,0.01
2022-04-03,8.8,1.3,5.3,6.2,-2.1,2.3,-4.4,50.9,0.0,0,0.0,0.0,0.1,45.8,19.8,29.5,1023.7,64.3,23.4,50.8,4.3,0.03
2022-04-04,10.1,1.1,6.2,10.1,-0.9,3.9,-1.1,60.8,0.0,0,0.0,0.0,0.0,49.7,25.3,260.1,1020.0,70.0,21.8,33.5,2.8,0.05
2022-04-05,13.0,7.9,10.1,13.0,5.8,9.0,7.5,84.1,1.171,100,12.5,0.0,0.0,35.6,15.8,251.1,1013.6,98.9,16.5,21.6,1.9,0.09
2022-04-06,12.9,8.2,10.6,12.9,6.0,10.0,5.6,71.3,0.0,0,0.0,0.0,0.0,56.7,25.2,240.0,1007.7,92.6,25.6,55.3,4.9,0.12
2022-04-07,14.7,9.9,12.2,14.7,7.5,12.1,6.8,71.3,1.657,100,25.0,0.0,0.0,71.1,33.6,255.8,998.0,91.1,21.3,76.4,6.7,0.17
2022-04-08,9.4,1.9,6.3,7.0,-2.7,3.7,3.9,86.0,36.401,100,66.67,0.4,0.1,49.9,28.7,5.1,1000.4,97.1,14.1,16.3,1.4,0.21
2022-04-09,11.0,3.2,6.2,11.0,-0.7,4.6,1.7,75.1,3.487,100,37.5,0.0,0.1,34.5,16.5,307.4,1015.6,77.5,21.2,64.3,5.5,0.26
2022-04-10,14.3,1.4,8.3,14.3,1.4,8.0,0.8,61.9,0.0,0,0.0,0.0,0.0,31.3,13.3,143.9,1020.6,46.2,22.4,79.4,6.8,0.31
2022-04-11,19.4,5.6,12.3,19.4,3.3,11.3,2.7,52.9,0.0,0,0.0,0.0,0.0,36.9,17.5,123.7,1011.5,76.6,24.3,86.4,7.4,0.35
2022-04-12,21.3,11.0,15.9,21.3,11.0,15.9,7.9,59.7,0.0,0,0.0,0.0,0.0,42.5,21.5,197.5,1008.5,90.1,24.4,66.9,5.7,0.4
2022-04-13,16.4,12.6,14.1,16.4,12.6,14.1,11.1,82.8,7.785,100,29.17,0.0,0.0,22.0,9.4,221.8,1017.0,96.6,19.2,45.1,4.0,0.44
2022-04-14,20.9,10.8,15.7,20.9,10.8,15.7,9.9,71.7,0.158,100,8.33,0.0,0.0,28.8,11.1,357.0,1022.1,72.3,19.4,92.8,8.0,0.47
2022-04-15,21.0,10.9,16.1,21.0,10.9,16.1,8.9,64.2,0.0,0,0.0,0.0,0.0,32.6,17.2,13.5,1025.5,59.0,22.1,97.7,8.6,0.49
2022-04-16,19.7,10.0,15.0,19.7,10.0,15.0,6.8,59.7,0.0,0,0.0,0.0,0.0,40.7,20.7,55.4,1027.2,24.1,19.4,108.3,9.3,0.5
2022-04-17,22.0,8.0,14.8,22.0,6.3,14.6,0.7,40.2,0.0,0,0.0,0.0,0.0,31.4,15.4,100.6,1023.1,48.4,24.3,100.6,8.8,0.51
2022-04-18,19.6,8.3,14.6,19.6,8.3,14.6,1.0,41.0,0.0,0,0.0,0.0,0.0,38.2,16.7,44.3,1017.1,74.4,25.0,83.3,7.2,0.52
2022-04-19,17.8,8.3,13.0,17.8,6.6,12.6,6.4,65.0,0.0,0,0.0,0.0,0.0,38.5,18.2,342.5,1014.6,78.1,21.9,101.2,8.6,0.55
2022-04-20,19.8,8.4,13.9,19.8,6.8,13.4,4.4,56.4,0.0,0,0.0,0.0,0.0,42.6,19.3,35.4,1011.8,80.9,18.1,94.7,8.2,0.59
2022-04-21,19.9,9.5,14.8,19.9,7.9,14.7,2.7,44.5,0.0,0,0.0,0.0,0.0,45.8,18.8,65.9,1008.2,60.5,23.8,120.6,10.5,0.64
2022-04-22,19.4,9.9,15.0,19.4,8.5,15.0,5.5,53.8,0.0,0,0.0,0.0,0.0,39.0,18.1,60.4,1002.4,38.4,23.1,103.6,8.9,0.7
2022-04-23,19.6,10.2,14.5,19.6,10.2,14.5,7.5,63.2,0.337,100,12.5,0.0,0.0,49.0,18.6,66.5,997.6,83.7,21.3,79.2,6.6,0.75
2022-04-24,18.7,10.1,14.8,18.7,10.1,14.8,7.0,61.0,0.0,0,0.0,0.0,0.0,34.7,15.6,12.5,1002.2,74.6,20.0,46.9,3.9,0.81
2022-04-25,16.5,9.4,12.8,16.5,7.2,12.5,5.0,61.0,0.0,0,0.0,0.0,0.0,40.8,18.5,7.1,1011.2,67.6,18.5,141.3,12.1,0.86
2022-04-26,15.3,7.6,11.3,15.3,5.7,10.6,5.6,69.0,0.007,100,4.17,0.0,0.0,31.7,15.0,25.4,1018.4,65.4,14.4,144.5,12.6,0.91
2022-04-27,19.1,6.1,12.8,19.1,3.4,12.0,4.7,59.4,0.0,0,0.0,0.0,0.0,42.9,19.5,51.6,1022.7,36.4,18.6,105.8,9.1,0.95
2022-04-28,21.3,8.1,15.3,21.3,6.2,14.8,5.0,53.2,0.0,0,0.0,0.0,0.0,39.6,16.7,53.4,1025.6,62.1,18.3,89.4,7.7,0.98
2022-04-29,19.8,11.3,15.2,19.8,11.3,15.2,6.6,57.1,0.0,0,0.0,0.0,0.0,37.5,19.9,22.8,1026.7,69.0,16.8,115.0,10.0,1.0
2022-04-30,17.3,7.4,12.1,17.3,5.4,11.4,4.4,61.5,0.0,0,0.0,0.0,0.0,42.9,19.3,22.8,1026.4,38.6,16.5,134.5,11.6,1.0
2022-05-01,17.8,6.5,12.3,17.8,4.1,11.6,3.1,55.3,0.0,0,0.0,0.0,0.0,36.2,15.2,40.5,1023.1,79.0,21.0,137.0,12.0,0.0
2022-05-02,18.2,8.7,13.8,18.2,7.5,13.6,5.1,56.7,0.0,0,0.0,0.0,0.0,34.0,16.7,23.1,1018.5,75.9,19.0,83.5,7.3,0.01
2022-05-03,19.7,9.9,14.6,19.7,8.2,14.5,5.6,56.2,0.0,0,0.0,0.0,0.0,39.5,18.8,19.7,1018.0,67.3,17.1,79.3,6.8,0.03
2022-05-04,19.1,9.8,13.9,19.1,8.5,13.9,7.3,65.9,0.238,100,8.33,0.0,0.0,37.0,17.6,0.3,1019.5,93.0,16.1,48.0,4.2,0.06
2022-05-05,18.0,10.6,14.4,18.0,10.6,14.4,8.1,67.1,0.014,100,4.17,0.0,0.0,35.9,18.1,334.4,1023.1,81.6,20.9,73.9,6.5,0.09
2022-05-06,21.7,10.0,16.0,21.7,10.0,16.0,8.1,62.3,0.007,100,4.17,0.0,0.0,28.7,14.1,0.8,1025.8,31.8,20.0,89.2,7.6,0.13
2022-05-07,21.8,11.3,16.3,21.8,11.3,16.3,9.0,63.6,0.0,0,0.0,0.0,0.0,31.1,13.7,1.1,1024.3,82.6,21.6,124.3,10.7,0.18
2022-05-08,22.2,11.7,16.2,22.2,11.7,16.2,10.5,70.7,0.0,0,0.0,0.0,0.0,34.2,16.7,27.3,1024.9,48.7,14.2,120.4,10.5,0.22
2022-05-09,26.1,11.2,18.9,26.1,11.2,18.9,9.0,55.4,0.0,0,0.0,0.0,0.0,24.6,10.9,351.7,1024.0,32.4,21.5,103.8,9.0,0.27
2022-05-10,27.3,15.1,21.4,26.9,15.1,21.3,10.6,52.7,0.0,0,0.0,0.0,0.0,46.0,20.2,224.0,1018.7,72.2,21.3,147.0,12.7,0.32
2022-05-11,25.1,13.6,19.8,25.1,13.6,19.8,10.7,57.6,0.0,0,0.0,0.0,0.0,50.8,23.8,245.6,1014.2,26.3,22.1,146.1,12.5,0.37
2022-05-12,20.0,12.6,16.8,20.0,12.6,16.8,9.2,62.0,0.0,0,0.0,0.0,0.0,34.3,14.9,294.7,1019.9,69.2,24.3,62.2,5.3,0.41
